name,city,province,certification_date,certifier
ASPIAG SERVICE S.r.l. - Punto Vendita,Conselve,PD,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Verona,VR,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Belluno,BL,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Noale,VE,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Adria,RO,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Malcesine,VR,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,San Bonifacio,VR,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Rovigo,RO,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Camisano Vicentino,VI,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,S.Michele al Tagliamento,VE,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Anguillara Veneta,PD,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Caerano San Marco,TV,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Noventa di Piave,VE,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Castelfranco Veneto,TV,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Castelcucco,TV,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,BADIA POLESINE,RO,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Vicenza,VI,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Fiesso D' Artico,VE,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,S. Martino Buonalbergo,VR,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Villafranca Padovana,PD,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Montecchio Maggiore,VI,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Calalzo,BL,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Camposampiero,PD,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Abano Terme,PD,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Punto Vendita,Schio,VI,11-12-2025,DNV Business Assurance Italy S.r.l.
ASPIAG SERVICE S.r.l. - Uffici e Logistica,Monselice,PD,11-12-2025,DNV Business Assurance Italy S.r.l.
ASSICURAZIONI GENERALI S.P.A,Mogliano Veneto,TV,16-12-2025,Bureau Veritas Certification Holding SAS Italy Branch
ASSICURAZIONI GENERALI S.P.A,VERONA,VR,16-12-2025,Bureau Veritas Certification Holding SAS Italy Branch
ASSIMOCO SPA,PADOVA,PD,02-07-2024,Bureau Veritas Certification Holding SAS Italy Branch
ASTER COOP SOC. COOP,San Giorgio in Bosco,PD,05-11-2024,DNV Business Assurance Italy S.r.l.
Atempo S.p.A.,Verona,VR,25-11-2025,SQS Italia S.r.l.
ATHESTE COSTRUZIONI S.R.L.,Este,PD,11-12-2025,TUV AUSTRIA ITALIA S.p.A.
ATHESYS SRL,PADOVA,PD,01-12-2025,IMQ S.p.A.
A-THON SRL,Ponte San Nicolò,PD,22-07-2024,DIMITTO Italia S.r.l. Società Benefit
A-THON SRL,Villorba,TV,22-07-2024,DIMITTO Italia S.r.l. Società Benefit
A.T.I. APPLICAZIONI TECNOLOGIE AD INIEZIONE S.P.A.,MONTORSO VICENTINO,VI,20-02-2025,TÜV Italia S.r.l.
Atitech S.p.A.,Venezia,VE,25-10-2024,DASA RÄGISTER S.p.A.
Atitech S.p.A.,Caselle,VR,25-10-2024,DASA RÄGISTER S.p.A.
ATLAS FILTRI S.r.l.,Limena,PD,17-12-2025,DNV Business Assurance Italy S.r.l.
ATON S.P.A. SOCIETA' BENEFIT,VILLORBA,TV,10-09-2025,RINA Services S.p.A.
ATP Environment S.r.l.,Torri di Quartesolo,VI,20-03-2025,TÜV NORD ITALIA S.r.l.
Attal Group Spa,Venezia,VE,24-02-2026,ANCIS S.r.l.
Attal Group Spa,Padova,PD,24-02-2026,ANCIS S.r.l.
Attal Group Spa,Monselice,PD,24-02-2026,ANCIS S.r.l.
Attal Group Spa,Bassano,VI,24-02-2026,ANCIS S.r.l.
Attal Group Spa,Verona,VR,24-02-2026,ANCIS S.r.l.
AUBAY ITALIA S.P.A,PADOVA,PD,06-12-2022,Bureau Veritas Certification Holding SAS Italy Branch
AUDES GROUP S.r.l. con Unico Socio,Limena,PD,17-07-2025,CERTITALIA S.r.l.
AURORA S.r.l.,Porto Viro,RO,22-12-2023,CERTITALIA S.r.l.
AURORA S.r.l.,Rovigo,RO,22-12-2023,CERTITALIA S.r.l.
AURORE DEVELOPMENT S.p.A.,Cavallino Treporti,VE,04-07-2024,SGS ICS ITALIA S.R.L.
AURORE DEVELOPMENT S.p.A.,Cavallino Treporti,VE,21-10-2024,SGS ICS ITALIA S.R.L.
AUTOGRILL ITALIA SPA,TORRI DI QUARTESOLO,VI,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,COSTA DI ROVIGO,RO,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,VERONA,VR,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,NOGAROLE ROCCA,VR,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,SOAVE,VR,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,SOMMACAMPAGNA,VR,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,CASTELFRANCO VENETO,TV,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,MESTRE,VE,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,VENEZIA MESTRE,VE,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,VENEZIA,VE,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,PADOVA,PD,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,BRENTINO BELLUNO,VR,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,LUGAGNANO DI SONA,VR,11-12-2024,IMQ S.p.A.
AUTOGRILL ITALIA SPA,BOLZANO VICENTINO,VI,11-12-2024,IMQ S.p.A.
AUTOTORINO SPA,LEGNAGO,VR,08-12-2024,IMQ S.p.A.
AUTOTORINO SPA,BELLUNO,BL,08-12-2024,IMQ S.p.A.
AUTOTORINO SPA,VILLORBA,TV,08-12-2024,IMQ S.p.A.
AUTOTORINO SPA,VERONA,VR,08-12-2024,IMQ S.p.A.
AUTOTORINO SPA,PORTOGRUARO,VE,08-12-2024,IMQ S.p.A.
AUTOTORINO SPA,SUSEGANA,TV,08-12-2024,IMQ S.p.A.
AUTOTRASPORTI BAZZON BRUNO S.R.L.,ROSA',VI,11-12-2025,RINA Services S.p.A.
AUTOTRASPORTI RUTILLI ADOLFO SRL,GRUARO,VE,21-10-2024,ACM Cert S.r.l.
AVANADE ITALY S.R.L,PADOVA,PD,24-11-2023,Bureau Veritas Certification Holding SAS Italy Branch
AVE TECHNOLOGIES S.r.l.,Spinea,VE,31-01-2025,SGS ICS ITALIA S.R.L.
Avincis Aviation Italia S.p.A.,Belluno,BL,24-10-2024,DASA RÄGISTER S.p.A.
Avincis Aviation Italia S.p.A.,Verona,VR,24-10-2024,DASA RÄGISTER S.p.A.
AVION COMPANY S.P.A.,ALTAVILLA VICENTINA,VI,14-06-2024,Q-AID ASSESSMENT & CERTIFICATION S.r.l.
AVVALE S.P.A.,Padova,PD,15-05-2024,SMC Società Mediterranea Certificazioni S.p.A.
Axerta S.p.A.,Padova,PD,30-09-2025,SI CERT ITALY S.r.l.
AXIANS ITALIA S.P.A,VICENZA,VI,10-12-2025,Bureau Veritas Certification Holding SAS Italy Branch
AZALEA COOPERATIVA SOCIALE ARL ONLUS,SAN PIETRO IN CARIANO,VR,23-01-2024,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,VENEZIA,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,PIANIGA,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,STRA,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,CAMPOLONGO,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,MARCON,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,CHIOGGIA,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,DOLO,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,CAMPONOGARA,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,SPINEA,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,MIRA,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,MIRANO,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,SALZANO,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,QUARTO D'ALTINO,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,SANTA MARIA DI SALA,VE,15-10-2025,RINA Services S.p.A.
AZIENDA U.L.S.S. 3 SERENISSIMA,MARTELLAGO,VE,15-10-2025,RINA Services S.p.A.
AZZURRODIGITALE MACHINE INTEGRATION S.r.l.,Padova,PD,21-10-2025,KIWA CERMET Italia S.p.A.
AZZURRODIGITALE S.r.l.,Padova,PD,21-10-2025,KIWA CERMET Italia S.p.A.
AZZURRO DIGITALE VENTURES S.r.l.,Padova,PD,21-10-2025,KIWA CERMET Italia S.p.A.
B21 FACILITY MANAGEMENT SOCIETA’ COOPERATIVA,OCCHIOBELLO,RO,29-04-2024,SMC Società Mediterranea Certificazioni S.p.A.
BABEL COOPERATIVA SOCIALE,Verona,VR,12-09-2025,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,ADRIA,RO,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,PORTO TOLLE,RO,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,TEOLO,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,PADOVA,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,GALZIGNANO TERME,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,VESCOVANA,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,SACCOLONGO,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,LOZZO ATESTINO,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,VILLAFRANCA PADOVANA,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,ABANO TERME,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,VO,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,MONTEGROTTO TERME,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,ROVOLON,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,MESTRINO,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,MONSELICE,PD,29-12-2025,CSQA Certificazioni S.r.l.
Banca Adria Colli Euganei Credito Cooperativo Società Cooperativa,CHIOGGIA,VE,29-12-2025,CSQA Certificazioni S.r.l.
BANCA CREDIFARMA S.P.A.,VICENZA,VI,05-12-2023,CERTIQUALITY S.r.l.
BANCA CREDIFARMA S.P.A.,VENEZIA,VE,05-12-2023,CERTIQUALITY S.r.l.
BANCA DELLE TERRE VENETE CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,FRAZIONE FANZOLO,TV,09-09-2024,RINA Services S.p.A.
BANCA DI ASTI SPA,TREVISO,TV,29-12-2022,RINA Services S.p.A.
BANCA DI ASTI SPA,MESTRE,VE,29-12-2022,RINA Services S.p.A.
BANCA DI ASTI SPA,VICENZA,VI,29-12-2022,RINA Services S.p.A.
BANCA DI ASTI SPA,VERONA,VR,29-12-2022,RINA Services S.p.A.
BANCA DI ASTI SPA,PADOVA,PD,29-12-2022,RINA Services S.p.A.
Banca di Cividale S.p.A. – Società Benefit,SAN DONA' DI PIAVE,VE,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,VITTORIO VENETO,TV,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,PORTOGRUARO,VE,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,BELLUNO,BL,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,ODERZO,TV,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,LIDO DI JESOLO,VE,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,CASTELFRANCO,TV,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,MESTRE,VE,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,MONTEBELLUNA,TV,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,PADOVA,PD,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,CONEGLIANO,TV,04-12-2025,CERTIQUALITY S.r.l.
Banca di Cividale S.p.A. – Società Benefit,VICENZA,VI,04-12-2025,CERTIQUALITY S.r.l.
Banca di Credito Cooperativo di Roma Soc. Coop.,CAMPODARSEGO,PD,22-12-2023,RINA Services S.p.A.
"BANCA DI CREDITO COOPERATIVO DI VENEZIA, PADOVA E ROVIGO - BANCA ANNIA SOCIETA'",CARTURA,PD,25-09-2025,RINA Services S.p.A.
BANCA IFIS S.P.A.,VICENZA,VI,05-12-2023,CERTIQUALITY S.r.l.
BANCA IFIS S.P.A.,VENEZIA,VE,05-12-2023,CERTIQUALITY S.r.l.
BANCA IFIS S.P.A.,SILEA,TV,05-12-2023,CERTIQUALITY S.r.l.
Banca Popolare dell’Alto Adige Società Per Azioni,Marostica,VI,31-12-2022,CERTIFICA S.r.l.
Banca Popolare di Puglia e Basilicata S.C.p.A.,Padova,PD,02-12-2024,BSI Group Italia S.r.l.
Banca Popolare di Puglia e Basilicata S.C.p.A.,Vincenza,VI,02-12-2024,BSI Group Italia S.r.l.
Banca Popolare Etica S.p.A.,PADOVA,PD,17-12-2025,CSQA Certificazioni S.r.l.
Banca Prealpi San Biagio,TARZO,TV,18-12-2023,CSQA Certificazioni S.r.l.
BARZANO' & ZANARDO ROMA S.P.A.,VICENZA,VI,22-11-2023,TÜV Italia S.r.l.
BARZANO' & ZANARDO S.P.A.,VICENZA,VI,22-11-2023,TÜV Italia S.r.l.
BASSANO SOLIDALE SOCIETA' COOPERATIVA SOCIALE,Cavaso del Tomba,TV,30-04-2024,QUASER CERTIFICAZIONI S.r.l.
BASSANO SOLIDALE SOCIETA' COOPERATIVA SOCIALE,Quinto Vicentino,VI,30-04-2024,QUASER CERTIFICAZIONI S.r.l.
BASSANO SOLIDALE SOCIETA' COOPERATIVA SOCIALE,Rossano Veneto,VI,30-04-2024,QUASER CERTIFICAZIONI S.r.l.
BASSANO SOLIDALE SOCIETA' COOPERATIVA SOCIALE,Bassano del Grappa,VI,30-04-2024,QUASER CERTIFICAZIONI S.r.l.
BASTONE SALVATORE SRL,VICENZA,VI,16-06-2023,AFNOR ITALIA S.r.l.
BATTISTOLLI SERVIZI INTEGRATI S.r.l.,Vicenza,VI,04-03-2024,CERTITALIA S.r.l.
BAUUNTERNEHMUNG S.r.l.,Cesa,BL,23-12-2024,DNV Business Assurance Italy S.r.l.
BAXTER S.p.A.,MONSELICE,PD,21-01-2026,CSQA Certificazioni S.r.l.
B.C.C. DEL GARDA - BANCA DI CREDITO COOPERATIVO COLLI MORENICI DEL GARDA - SOCIETA' COOPERATIVA,LAZISE,VR,03-04-2025,RINA Services S.p.A.
Bcube S.p.A.,Rovigo,RO,26-11-2025,DASA RÄGISTER S.p.A.
Bcube S.p.A.,Venezia,VE,26-11-2025,DASA RÄGISTER S.p.A.
Bcube S.p.A.,Oppeano,VR,26-11-2025,DASA RÄGISTER S.p.A.
Bcube S.p.A.,Monselice,PD,26-11-2025,DASA RÄGISTER S.p.A.
BDO Advisory Services S.r.l.,Padova,PD,07-02-2024,DNV Business Assurance Italy S.r.l.
BDO ITALIA S.p.A.,Padova,PD,07-02-2024,DNV Business Assurance Italy S.r.l.
BDO ITALIA S.p.A.,Verona,VR,07-02-2024,DNV Business Assurance Italy S.r.l.
BDO TAX S.r.l.,Treviso,TV,07-02-2024,DNV Business Assurance Italy S.r.l.
BeanTech Srl,MESTRE,VE,30-12-2024,CSQA Certificazioni S.r.l.
BEARINGS AND JOINTS S.R.L.,Torreglia,PD,22-03-2024,SMC Società Mediterranea Certificazioni S.p.A.
BEDESCHI S.p.A.,Limena,PD,21-12-2025,SGS ICS ITALIA S.R.L.
BEOZZO COSTRUZIONI S.R.L.,Villa Bartolomea,VR,02-11-2023,CERTIFICA S.r.l.
BERARDI BULLONERIE SRL,Nervesa della Battaglia,TV,12-12-2025,Bureau Veritas Certification Holding SAS Italy Branch
BERARDI BULLONERIE SRL,Mestrino,PD,12-12-2025,Bureau Veritas Certification Holding SAS Italy Branch
BERICAH SPA,TORRI DI QUARTESOLO,VI,29-07-2025,IMQ S.p.A.
BERICAH SPA,VICENZA,VI,29-07-2025,IMQ S.p.A.
BERICAH SPA,ARCUGNANO,VI,29-07-2025,IMQ S.p.A.
BERNABE’ E BALLARIN IMPRESA EDILE S.R.L.,VERONA,VR,04-03-2026,SMC Società Mediterranea Certificazioni S.p.A.
BERTI PAVIMENTI LEGNO di Berti Giancarlo & C. S.n.c.,Villa del Conte,PD,21-05-2025,KIWA CERMET Italia S.p.A.
BESSEGATO & C. S.r.l.,Montebelluna,TV,26-11-2024,SGS ICS ITALIA S.R.L.
BESSEGATO & C. S.r.l.,VERONA,VE,26-11-2024,SGS ICS ITALIA S.R.L.
BETACOM SRL,TREVISO,TV,21-10-2024,CENTRO CERTIFICAZIONE QUALITA' - C.C.Q. S.r.l.
BETACOM SRL,PADOVA,PD,21-10-2024,CENTRO CERTIFICAZIONE QUALITA' - C.C.Q. S.r.l.
BETA SOCIETA' COOPERATIVA SOCIALE,BUSSOLENGO,VR,19-06-2025,RINA Services S.p.A.
BETTIOL S.r.l.,VILLORBA,TV,24-03-2025,KIWA CERMET Italia S.p.A.
BEZZEGATO ANTONIO S.r.l. SOCIETÀ BENEFIT,Borgoricco,PD,06-09-2024,SGS ICS ITALIA S.R.L.
BIBIONE MARE SPA,S. MICHELE AL TAGLIAMENTO,VE,23-08-2023,Bureau Veritas Certification Holding SAS Italy Branch
BIBLION SRL,Grisignano Di Zocco,VI,11-01-2024,Italy Bureau of Certification S.r.l.
BIOCHEMIE LAB S.r.l.,Rovigo,RO,18-12-2025,DNV Business Assurance Italy S.r.l.
BIO.TIS. S.R.L.,CASTELFRANCO VENETO,TV,08-05-2025,ICDQ S.r.l.
BIRRA PERONI S.R.L,PADOVA,PD,29-11-2023,Bureau Veritas Certification Holding SAS Italy Branch
BizAway S.r.l. SB,Padova,PD,01-12-2025,DASA RÄGISTER S.p.A.
BLUENERGY GROUP S.p.A.,Vittorio Veneto,TV,18-11-2024,KIWA CERMET Italia S.p.A.
BLUENERGY GROUP S.p.A.,Peschiera Del Garda,VR,18-11-2024,KIWA CERMET Italia S.p.A.
BLUENERGY GROUP S.p.A.,Padova,PD,18-11-2024,KIWA CERMET Italia S.p.A.
BLUENERGY GROUP S.p.A.,Verona,VR,18-11-2024,KIWA CERMET Italia S.p.A.
BLUENERGY GROUP S.p.A.,Grezzana,VR,18-11-2024,KIWA CERMET Italia S.p.A.
BLU HOTELS,Senales,BL,12-07-2024,KIWA CERMET Italia S.p.A.
BLU HOTELS,Auronzo di Cadore,BL,12-07-2024,KIWA CERMET Italia S.p.A.
BLU HOTELS,Asiago,VI,12-07-2024,KIWA CERMET Italia S.p.A.
BLU HOTELS S.p.A.,Auronzo di Cadore,BL,12-07-2024,KIWA CERMET Italia S.p.A.
BLU HOTELS S.p.A.,Asiago,VI,12-07-2024,KIWA CERMET Italia S.p.A.
B.M.R. S.R.L. COSTRUZIONI E IMPIANTI,VEGGIANO,PD,14-11-2024,SMC Società Mediterranea Certificazioni S.p.A.
BMW ITALIA SPA,VOLARGNE,VR,04-12-2024,IMQ S.p.A.
BOCON S.r.l.,Pieve di Soligo,TV,02-02-2025,SGS ICS ITALIA S.R.L.
BOEHRINGER INGELHEIM ANIMAL HEALTH ITALIA SPA,NOVENTA PADOVANA,PD,17-11-2023,CERTIQUALITY S.r.l.
Boldarino S.p.A.,Verona,VE,07-05-2025,DASA RÄGISTER S.p.A.
BOLINA INGEGNERIA SRL,MESTRE,VE,24-06-2024,IMQ S.p.A.
Boni S.p.A.,Venezia,VE,27-06-2025,SQS Italia S.r.l.
BONOTTO S.R.L.,SALGAREDA,TV,20-11-2024,SMC Società Mediterranea Certificazioni S.p.A.
BORBONESE SPA,CORTINA D'AMPEZZO,BL,27-10-2023,Bureau Veritas Certification Holding SAS Italy Branch
BORBONESE SPA,NOVENTA DI PIAVE,VE,27-10-2023,Bureau Veritas Certification Holding SAS Italy Branch
BORBONESE SPA,VERONA,VR,27-10-2023,Bureau Veritas Certification Holding SAS Italy Branch
Bosch Rexroth S.p.A.,Padova,PD,24-11-2025,DASA RÄGISTER S.p.A.
BOTTI ELIO S.R.L.,Adria,RO,26-02-2025,ICMQ S.p.A. Società Benefit
Bouygues E&S Italia S.p.A.,Verona,VR,27-09-2024,SI CERT ITALY S.r.l.
Bracchi S.p.A.,Bassano del Grappa,VI,10-12-2025,SGS ICS ITALIA S.R.L.
Bracchi S.p.A.,Lonigo,VI,10-12-2025,SGS ICS ITALIA S.R.L.
Bracchi S.p.A.,Vallese,VR,10-12-2025,SGS ICS ITALIA S.R.L.
Bracchi S.p.A.,Tombolo,PD,10-12-2025,SGS ICS ITALIA S.R.L.
BRAINSIX SRL,PADOVA,PD,13-11-2025,IMQ S.p.A.
Bresciani S.r.l.,Porto Viro,RO,19-11-2025,BSI Group Italia S.r.l.
BRUSSI COSTRUZIONI S.R.L.,Vodo Cadore,BL,03-11-2023,CERSIST S.r.l.
BSD S.R.L.,PESCHIERA DEL GARDA,VR,22-07-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
BS Progetti S.r.l.,Pianiga,VE,25-06-2024,QUASER CERTIFICAZIONI S.r.l.
BTICINO SPA,STRADONE,VI,24-02-2026,Bureau Veritas Italia S.p.A.
B.T.V. S.P.A.,Vicenza,VI,04-12-2023,CERTITALIA S.r.l.
B.T.V. S.P.A.,Breda di Piave,TV,04-12-2023,CERTITALIA S.r.l.
BUCAP SPA,NOGARA,VR,28-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
BUGNION SPA,Verona,VR,22-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
BUONRISTORO S.P.A,GRUMULO DELLE ABBADESSE,VI,28-10-2025,Bureau Veritas Italia S.p.A.
BUONRISTORO S.P.A,SPRESIANO,TV,28-10-2025,Bureau Veritas Italia S.p.A.
BUONRISTORO S.P.A,VERONA,VR,28-10-2025,Bureau Veritas Italia S.p.A.
BUREAU VERITAS ITALIA SPA,Padova,PD,16-12-2022,UNITER S.r.l.
BUREAU VERITAS ITALIA SPA,Venezia,VE,16-12-2022,UNITER S.r.l.
BURLOTTI SPEDIZIONI SPA,Venezia,VE,13-03-2024,ASACERT ASSESSMENT AND CERTIFICATION S.P.A. SOCIETA' BENEFIT - ASACERT S.P.A. SOCIETA' BENEFIT
BUSINESS INTEGRATION PARTNERS S.P.A,MOGLIANO VENETO,TV,19-07-2023,Bureau Veritas Certification Holding SAS Italy Branch
BUSINESS INTEGRATION PARTNERS S.P.A,PADOVA,PD,19-07-2023,Bureau Veritas Certification Holding SAS Italy Branch
ButanGas S.p.A.,Portogruaro,VE,31-10-2025,ECO European Certifying Organization S.p.A.
ButanGas S.p.A.,Villafranca di Verona,VR,31-10-2025,ECO European Certifying Organization S.p.A.
BVR Banca Veneto Centrale Credito Cooperativo Italiano - Società Cooperativa,LONGARE,VI,18-12-2023,CSQA Certificazioni S.r.l.
CADORE ASFALTI S.r.l. a Socio Unico,Perarolo di Cadore,BL,02-09-2024,SGS ICS ITALIA S.R.L.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,ALBIGNASEGO,PD,18-12-2023,CSQA Certificazioni S.r.l.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,LENDINARA,RO,18-12-2023,CSQA Certificazioni S.r.l.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,ROVIGO,RO,18-12-2023,CSQA Certificazioni S.r.l.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,CASTELMASSA,RO,18-12-2023,CSQA Certificazioni S.r.l.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,OCCHIOBELLO,RO,18-12-2023,CSQA Certificazioni S.r.l.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,PIOMBINO DESE,PD,18-12-2023,CSQA Certificazioni S.r.l.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,PADOVA,PD,18-12-2023,CSQA Certificazioni S.r.l.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,PONTE SAN NICOLO',PD,18-12-2023,CSQA Certificazioni S.r.l.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,SAN MARTINO DI LUPARI,PD,18-12-2023,CSQA Certificazioni S.r.l.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,MONTAGNANA,PD,18-12-2023,CSQA Certificazioni S.r.l.
CAF IMPRESE CNA PADOVA E ROVIGO SRL,CADONEGHE,PD,18-12-2023,CSQA Certificazioni S.r.l.
